-0.021024793,-0.016473829,-0.011922865,-7.37E-03,-0.002820937,1.73E-03,0.006280992,0.010831956,0.01538292,0.019933884
-0.017564738,-0.013755739,-0.00994674,-6.14E-03,-0.002328742,1.48E-03,0.005289256,0.009098255,0.012907254,0.016716253
-0.014104683,-0.011037649,-0.007970615,-4.90E-03,-0.001836547,1.23E-03,0.004297521,0.007364555,0.010431589,0.013498623
-0.010644628,-0.008319559,-0.00599449,-3.67E-03,-0.001344353,9.81E-04,0.003305785,0.005630854,0.007955923,0.010280992
-0.007184573,-0.005601469,-0.004018366,-2.44E-03,-0.000852158,7.31E-04,0.00231405,0.003897153,0.005480257,0.007063361
-0.003724518,-0.002883379,-0.002042241,-1.20E-03,-0.000359963,4.81E-04,0.001322314,0.002163453,0.003004591,0.00384573
-0.000264463,-0.000165289,-6.61157E-05,3.31E-05,0.000132231,2.31E-04,0.000330579,0.000429752,0.000528926,0.000628099
0.003195592,0.002552801,0.001910009,1.27E-03,0.000624426,-1.84E-05,-0.000661157,-0.001303949,-0.00194674,-0.002589532
0.006655647,0.005270891,0.003886134,2.50E-03,0.001116621,-2.68E-04,-0.001652893,-0.003037649,-0.004422406,-0.005807163
0.010115703,0.007988981,0.005862259,3.74E-03,0.001608815,-5.18E-04,-0.002644628,-0.00477135,-0.006898072,-0.009024793
